X1,X2
0.5475065092900889,0.664130292843342
-1.3371247229311944,-0.9451614407096318
-0.026688004382797472,0.07718363242939605
-0.04805521742447508,-0.37179979238156363
-0.9255247240904614,-1.0458621649782867
-0.42549881217075325,-0.72364350784459
-0.40124377802035094,-0.34860197972540197
0.25797895330127896,0.5825835944219073
0.33041119686116216,0.20156357413124246
-0.42377661927320104,-0.6641265657851774
0.4279070173086916,-0.17112658393041988
-0.8921886914916708,-0.9802784304939319
0.33783580517914513,0.27258354925482753
-0.6742714703468728,-0.9544969994519265
-0.3945492422308062,-0.45577767337640473
-0.10722181949257982,-0.6996193346812706
0.049365086919097155,-0.06258733568461171
-0.17700818327348528,-0.36809145787783426
0.359081907732737,0.952140591950406
0.44049635295893236,0.37802707514986306
-0.43627991972726765,-0.3996448082918671
-0.7932822171811784,-0.9356462876387055
-0.12549089075812378,-0.15306196666324157
-0.060570837688283044,-0.3718772649886349
-0.5415786393508069,-0.40038345370658257
-0.9947503727756396,-0.8560257803154772
-0.16565417497779067,-0.17287597331640933
0.42222360558381294,0.43641160534688855
0.2890120048281163,0.23528644852129674
-0.09059533977524566,-0.6568433070582435
-0.32462594996581273,-0.24527482533467554
0.12446343238754018,0.024642847801170344
0.061678834524407436,-0.47814547682076874
-0.8314467223930783,-0.9089917372602919
-0.16206669403058946,0.5763830129899022
0.05152930699888098,0.3059502758283012
0.14018269387385401,-0.03945954989323786
-0.18131828333506517,-0.2706343575168205
-0.20544831247287967,-0.2669264232495914
-0.6239167250517124,0.26662602231678967
0.02973561948924549,-0.002137058287728875
0.05103969440872179,0.05726020673720782
-0.5197025311449889,-0.47332472372251483
-1.090287108672472,-1.5477559883392717
-0.11397073485884138,-0.13570227162385406
-0.1698872247829724,0.031485266510983705
-0.004161161833826732,-0.16817749613911082
-0.29894518906809614,-0.6045758006077135
-0.14393655151511867,0.22472409257500717
0.46144724425273426,-0.06939751013357688
-0.4847124466020308,-0.7490897021820823
0.28983144425143753,0.2588361088201826
0.46052255801139436,0.6359937386020299
-0.016144839795674288,0.027101574746184458
-0.7565726569368129,-0.4771511400572361
0.15527699386140612,0.5544311937904822
0.5428007837820037,0.5097038479299438
0.8084656345890558,0.6088465908165875
0.04284454865656585,-0.045740983548722705
-0.30824370920426647,-0.2842817403381245
-0.6287793242620301,-0.7302467736740367
-0.41145151311828315,-0.4793989579099736
-0.19598220568505506,-0.3885298325303468
-0.34516369696091653,-0.15030957614594437
-0.3490001341693015,-0.36864097330387324
-0.6936270379818008,-0.16541911033143006
0.6884042058615154,0.5985759469834616
-0.9025090678780131,-1.3802693798346728
0.021397483791938586,0.504461123003565
-0.46931838198854436,-0.5844687656042846
-0.36727410116689874,-0.531359646181384
0.296056532053186,-0.6986379626733686
-0.1076487733071255,-0.143929212071452
-0.10767161559363855,-0.00545099584335658
-0.6292750810977971,-0.6787776069207757
-0.36687870014260354,-0.5861732711747624
-0.638433662135502,-0.9419237842239008
0.3347913144950594,0.7446128698754008
-0.8716842152779003,-0.8736113268891804
0.4768981369443404,0.6931933810082319
-0.9099196814014325,-0.6525659034871688
0.2515007165610834,0.43372848380176704
0.3728056562636732,0.741811667829147
0.6032726492527135,0.770114511312512
-0.00498123539461566,0.1446600730652061
0.9024653782564555,0.5536266113033751
0.6092213843979788,0.5356290674616119
0.5355406614377158,0.3237090775778047
-0.6830394380539746,-0.5694422318136563
0.9613429054467078,0.8031678856050278
-0.9656013710671022,-1.3157448804699043
-0.058170046136293015,-0.4067571652459099
-0.58161348886685,-0.46897219801805723
0.32116937576843296,0.09647961452399989
0.1604191790590779,-0.3182079606210001
0.3624943351167486,0.09834885028393398
-0.2766174265134996,-0.3484581877372179
-0.5818835307355433,-0.9618949920849144
0.4970386396606526,0.2887167408538214
-0.790434075952031,-0.9365352239925251
-0.05606642835313509,0.0818535363934554
0.010359293169929921,-0.28455013147570635
0.13535910988209263,0.5223358383484628
-0.08886888678081532,0.27602235678249615
-0.40698991729719736,-0.3999915185401791
0.736471860956329,0.8861534692549404
0.06731395676814222,-0.1418321902039978
0.2357292712266083,-0.41205444126328356
0.16028987957429103,0.13180160567074906
-0.07621007279322864,-0.06758990823996021
-0.08681470186586776,-0.34869241686518804
-0.9675927595124316,-0.67006794189128
0.10403602590029606,0.19307427903344368
-0.6036739383773935,-0.6484617160862083
0.864952518065453,0.8910933070673254
-0.048119110267845364,-0.18630542119266338
0.660377974074078,0.12391346529366688
0.04639580792589041,0.042254670449864834
0.2324479208412258,0.4981163802427463
0.4655932021761101,0.590028744080495
0.6649355794026542,0.018990888108559697
0.6972357589531023,1.0956771982172437
0.20145651134201545,-0.06119888754403685
0.20792724422078396,-0.05458347537751794
0.40947501664127045,0.3779110954342868
-1.0871129657189151,-1.003521965445562
-0.269799908049055,-0.4494606725971686
0.9506504512411174,1.2102952781653016
-0.6333052114321127,-0.8429732802839094
0.6069417254753283,0.3982793909395575
0.19771972511127422,0.036833318091030624
-0.4278011412215056,-0.19796724723804845
-0.6180637879235991,-0.4525078346328336
0.4407084480623001,0.7212809176401285
0.0976932105056648,0.003916246825851765
0.39564053146447803,0.13826021816002831
-0.30812094253863964,-0.1990611071669291
-0.3742071298966664,-0.8806901663924577
-0.0691664790731089,-0.0815923304471589
0.7376418704481562,0.9067243481670909
0.08893698469478574,-0.050515451905446825
0.027559921540796867,-0.12047791658077078
0.8221531117019504,-0.8548414802905746
1.557687452629994,0.24404904221145823
1.6193722160299397,-0.30330459641363094
2.142605854694616,0.774412401015902
1.5869473912506589,-0.307941962285788
1.386716325898261,-0.4067019132368969
1.6512428245084765,-0.13026046558768453
0.9005352094095215,-0.4396399940644611
1.1983237137539247,-0.5184972916204731
1.4456767674155042,0.4173790954217084
2.258454828351632,0.2711758213475583
1.6633302199266258,0.31040834656762833
1.6072469271522412,0.15041004461907606
1.6262010591311642,-0.44198203028781086
1.7616165145577316,0.09193052463721336
2.1436063621455212,0.18106765536819902
1.3068240263725317,-0.12029023894596355
1.273317852095565,-0.7812961998289962
1.2551611335934574,-0.030939276631070194
0.8147957703123238,-1.0921852412550426
0.9676457331489619,-0.6736919705277434
1.6802331739449343,0.0057163608065353795
1.0690957476966114,-0.7400787898723378
2.0462803179811124,0.40590320320967754
0.8505261250947124,-0.9826507099292581
1.3107006293486778,-0.06646240235237871
2.0042483231860735,0.5999124452101778
1.6501930529741864,-0.028769213535746296
1.6188650198113614,-0.47392847091753254
1.60186786493429,-0.3482403330966535
1.6850819278225002,-0.3524663913402939
2.1986955736279796,0.8237921092027122
1.0866279394244325,-0.6333768158792403
1.170346801441447,-0.6838237258421902
1.1902255830195219,-0.7218642345032765
1.4000883834373559,-0.7079736795375902
1.216655708807883,-0.7935460090177697
1.4317720722941487,-0.10560122381156258
1.8585633624746127,0.04655762512015334
2.349782339888751,1.1986636528116164
1.8694366479174918,0.3312576859546391
2.7176151223496676,0.9443489537831604
1.4854626004983429,-0.7388723097073389
1.1899832137431336,-0.835656252827701
0.5261525513039305,-1.2006134591266036
2.090811378130115,0.59405301151914
1.8121776799036837,0.26472014534528954
1.9967648337505404,0.2629987720111343
1.294071170272819,-0.42257749419242857
1.3629798137319458,-0.3081709887455056
-1.4158381573661074,0.43218645280015866
-1.7786933768854942,0.8019929166367309
-1.2343934460334818,0.9773912834716496
-2.0371831673439114,0.17240709037801583
-2.290820170993659,0.29964698263288586
-1.5356309084860438,0.3451292067679311
-0.9954463358213232,0.22771132431847055
-2.0722154980386653,0.6467155279585177
-1.6305600401602374,0.6386043627145198
-1.5756923249793897,0.5070664165331344
-2.440887586760366,0.0899835235108778
-1.8945523904218435,0.2526013741662648
-1.8439358996163695,0.579765235155257
-1.4697419444572342,-0.08440750351645532
-1.439100329038564,0.6541396343188061
-1.5179259766713318,-0.20750674215120432
-1.526908481112993,0.43775742286218794
-1.341358991698914,1.1695754961782263
-1.1176901935772405,0.4506794580090106
-1.6846982563390906,0.6739987435165548
-2.0816771709050528,-0.22160703237267695
-1.8525443748485535,0.927126603438324
-1.802117245096374,1.0484018160774249
-2.678331323225432,-0.28031691317506596
-1.7281397896771653,0.7841937714478431
-1.708858810030156,0.3611043563218814
-1.7274453624479855,-0.35587044028355685
-1.2710371821931046,0.1086252715712847
-1.2954786861268515,0.3719108627965873
-1.3031005018561683,0.5498516190380984
-0.1186364148045699,-2.984113122501563
-0.49606125495826026,-3.0574734307007962
0.38486667867170077,-2.6237170693122756
-0.3612698108631428,-2.8910357496934274
-0.02066739966295205,-2.787272985941535
-0.06316026219510651,-3.137262982976512
0.2784019167724681,-2.9873992215685448
0.25763808577697994,-2.7349096992923414
-0.178804573391376,-3.115110315702948
0.4439241839641327,-2.995698260209025
-1.2556473651196547,1.7333591410362523
-0.7769929719562692,2.186493093190936
-1.264891262920383,2.357805616082912
-1.0019567071593987,1.5799873823470199
-0.8834680471447113,2.5771899904805298
-0.338957460420692,2.144724773582957
-0.9818186909373341,2.6682627083464476
-0.9994778656149153,2.2248161111639173
-1.2202861299859775,1.6686263929309557
-0.7939662775601004,1.7088670030838229
-0.7309927684541222,1.8705573344141355
-0.9728176690389843,2.009093310332159
-0.7216161471782039,2.2333117799725666
-0.504908786132426,1.7721210093347715
-0.931760657398892,2.1488683621260485
-0.9687543150097794,2.6647066100713683
-0.8843982854085356,1.7508530632733639
-0.8987094059417178,1.9946540282888583
-1.1768439970780282,2.4814780398378082
-1.2124745590198567,2.0066088206903903
2.310431754865211,2.9673941176148095
2.434298440963926,2.646296162041422
2.2417336941688126,2.3945217168906727
2.131743568414784,2.5320744209918
2.2694502023912677,3.2504086555980534
